10,5,1.2399999999999998
10,10,1.13
10,15,1.2333333333333336
10,20,1.185
20,10,1.3800000000000003
20,15,1.3
20,20,1.315
20,25,1.228
20,30,1.2533333333333332
20,35,1.268571428571429
20,40,1.2675
30,15,1.3066666666666664
30,20,1.2550000000000003
30,25,1.2639999999999998
30,30,1.3266666666666669
30,35,1.2485714285714284
30,40,1.2475
30,45,1.2733333333333334
30,50,1.2799999999999998
30,55,1.2872727272727273
30,60,1.19
40,20,1.2850000000000001
40,25,1.304
40,30,1.2866666666666664
40,35,1.3085714285714285
40,40,1.31
40,45,1.268888888888889
40,50,1.256
40,55,1.290909090909091
40,60,1.2599999999999998
40,65,1.278461538461538
40,70,1.302857142857143
40,75,1.2679999999999998
40,80,1.2349999999999999
50,25,1.2719999999999998
50,30,1.3166666666666667
50,35,1.2742857142857145
50,40,1.2925
50,45,1.3288888888888892
50,50,1.3380000000000003
50,55,1.3236363636363637
50,60,1.2616666666666663
50,65,1.2692307692307696
50,70,1.278571428571429
50,75,1.3013333333333332
50,80,1.26
50,85,1.258823529411765
50,90,1.28
50,95,1.2652631578947369
50,100,1.234
60,30,1.2933333333333334
60,35,1.3485714285714288
60,40,1.3074999999999999
60,45,1.2911111111111113
60,50,1.254
60,55,1.290909090909091
60,60,1.2683333333333333
60,65,1.2723076923076924
60,70,1.2728571428571431
60,75,1.288
60,80,1.2825000000000002
60,85,1.256470588235294
60,90,1.25
60,95,1.2789473684210526
60,100,1.263
60,105,1.2590476190476187
60,110,1.269090909090909
60,115,1.2721739130434782
60,120,1.2766666666666664
70,35,1.294285714285714
70,40,1.3074999999999999
70,45,1.2955555555555556
70,50,1.266
70,55,1.2854545454545454
70,60,1.315
70,65,1.2969230769230768
70,70,1.2857142857142854
70,75,1.2826666666666666
70,80,1.27
70,85,1.2658823529411762
70,90,1.3222222222222224
70,95,1.2873684210526317
70,100,1.263
70,105,1.2619047619047616
70,110,1.268181818181818
70,115,1.2608695652173911
70,120,1.2599999999999998
70,125,1.2816
70,130,1.2484615384615387
70,135,1.2585185185185186
70,140,1.2435714285714285
80,40,1.28
80,45,1.2888888888888892
80,50,1.294
80,55,1.2872727272727276
80,60,1.315
80,65,1.2707692307692307
80,70,1.365714285714286
80,75,1.2786666666666666
80,80,1.3000000000000003
80,85,1.2941176470588238
80,90,1.2266666666666668
80,95,1.2810526315789474
80,100,1.3
80,105,1.2799999999999998
80,110,1.28
80,115,1.3052173913043477
80,120,1.2658333333333336
80,125,1.288
80,130,1.273076923076923
80,135,1.2681481481481482
80,140,1.2664285714285715
80,145,1.263448275862069
80,150,1.2719999999999998
80,155,1.2587096774193547
80,160,1.254375
90,45,1.3000000000000003
90,50,1.312
90,55,1.3654545454545453
90,60,1.346666666666667
90,65,1.2738461538461539
90,70,1.3042857142857145
90,75,1.3066666666666664
90,80,1.3124999999999998
90,85,1.298823529411765
90,90,1.2577777777777779
90,95,1.3136842105263158
90,100,1.3199999999999998
90,105,1.283809523809524
90,110,1.271818181818182
90,115,1.299130434782609
90,120,1.2416666666666667
90,125,1.2615999999999998
90,130,1.2723076923076924
90,135,1.271111111111111
90,140,1.2842857142857143
90,145,1.2820689655172415
90,150,1.2606666666666666
90,155,1.2567741935483872
90,160,1.2818749999999999
90,165,1.2684848484848485
90,170,1.2370588235294122
90,175,1.2742857142857142
90,180,1.2722222222222221
100,50,1.2859999999999998
100,55,1.267272727272727
100,60,1.2766666666666668
100,65,1.3230769230769233
100,70,1.352857142857143
100,75,1.2866666666666666
100,80,1.31625
100,85,1.2729411764705882
100,90,1.3033333333333335
100,95,1.2947368421052632
100,100,1.3
100,105,1.3266666666666667
100,110,1.250909090909091
100,115,1.2956521739130433
100,120,1.26
100,125,1.3135999999999999
100,130,1.263846153846154
100,135,1.2851851851851852
100,140,1.282857142857143
100,145,1.246896551724138
100,150,1.2520000000000002
100,155,1.2554838709677418
100,160,1.2618749999999999
100,165,1.246060606060606
100,170,1.2317647058823527
100,175,1.2382857142857142
100,180,1.238888888888889
100,185,1.2929729729729729
100,190,1.263157894736842
100,195,1.243076923076923
100,200,1.263
